,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
1340,mkowalski,Human,0.826,100,98,9,4,0.444,5.084,0.086,12.629,0.837,10.889,9.0,0.413,8.0,2.444,3.0,0.882,0.162,1.782,2.079,0.0,3.074,0.0,14.796,0.0,6.002,0.387,13.644,0.809,4.343,6.093,0.036,14.009,0.825,3.635,10.889,4.0,16.351,0.594,6.0
1341,aaronshaf,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1342,Szetty,Human,0.874,11,11,5,3,1.0,125.055,2.197,320.045,0.849,3.667,2.0,0.424,3.5,1.667,2.0,0.577,0.133,3.667,3.786,3.5,24.198,0.017,41.897,36.288,588.979,588.979,617.167,0.37,436.403,295.22,77.74,491.961,0.683,368.596,2.2,1.0,2.683,0.436,0.0
1343,dcousens,Human,0.949,100,71,11,6,0.75,11.142,0.022,21.971,0.797,8.875,2.0,0.717,0.75,2.5,1.0,3.464,0.488,4.438,6.366,2.25,28.526,0.012,72.214,5.134,21.568,20.539,19.073,0.478,26.722,12.163,0.022,22.723,0.779,19.109,6.455,4.0,6.251,0.492,7.5
1344,JoshLove-msft,Human,0.94,100,83,10,4,0.667,1.117,0.106,3.886,0.877,13.833,2.0,0.649,19.5,2.333,1.0,2.422,0.429,1.976,1.456,1.0,1.379,0.012,4.264,0.499,0.822,0.065,3.612,0.885,0.27,1.029,0.123,3.821,0.864,0.364,8.3,6.0,5.293,0.307,5.0
1345,anjali411,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1346,eiriktsarpalis,Human,0.901,100,70,11,3,0.5,0.667,0.092,2.016,0.82,11.667,5.5,0.581,13.5,3.5,2.5,2.881,0.405,2.333,2.023,1.75,1.271,0.011,3.48,0.312,0.272,0.056,0.46,0.715,0.257,0.551,0.06,1.655,0.813,0.445,6.364,4.0,7.229,0.47,3.0
1347,karelz,Human,0.713,37,30,5,3,0.6,64.7,0.191,113.535,0.754,6.0,2.0,0.48,12.0,2.0,2.0,1.225,0.28,2.5,1.784,3.0,43.779,0.053,106.655,0.169,122.814,95.533,149.739,0.58,180.348,60.683,0.105,123.618,0.803,55.959,6.0,5.0,5.0,0.4,4.0
1348,gaearon,Human,0.931,100,84,13,3,0.5,1.982,0.072,7.201,0.9,14.0,3.0,0.694,3.75,3.333,2.5,2.875,0.367,4.941,10.022,1.0,8.464,0.001,32.055,0.048,1.287,0.239,2.127,0.69,2.273,1.929,0.05,7.086,0.902,0.404,6.462,5.0,7.838,0.491,5.0
1349,hjxilinx,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1350,iicdii,Unknown,-,6,6,3,4,1.0,343.426,199.423,315.781,0.35,1.5,1.0,0.25,0.5,1.0,1.0,0.0,0.0,1.2,0.447,0.0,39.885,0.0,89.185,0.0,379.426,217.647,352.586,0.368,213.968,379.426,217.647,352.586,0.368,213.968,2.0,2.0,1.0,0.222,1.0
1351,tkatzir,Human,0.745,120,94,7,1,0.25,22.201,0.258,75.972,0.877,23.5,19.0,0.489,34.0,4.25,4.5,3.202,0.338,4.087,3.895,5.5,22.488,0.017,40.985,27.448,70.342,17.448,145.016,0.764,59.571,26.525,0.166,95.875,0.901,6.35,13.429,12.0,9.217,0.337,10.0
1352,nellh,Human,0.961,100,83,13,5,1.0,9.297,0.066,47.523,0.954,16.6,3.0,0.699,3.0,3.6,2.0,3.782,0.467,7.545,13.118,3.0,41.17,0.052,128.577,0.223,30.947,0.267,49.775,0.712,70.251,11.351,0.052,52.424,0.946,0.264,6.385,2.0,6.063,0.48,8.0
1353,nagasrihith608,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1354,jonalmeida,Human,0.953,100,90,12,4,0.5,15.303,0.667,44.678,0.858,11.25,7.5,0.492,15.25,4.0,3.5,2.449,0.32,1.915,1.692,1.0,1.583,0.0,5.17,0.154,27.99,3.037,59.518,0.777,24.674,19.115,1.017,50.096,0.837,16.952,7.5,6.0,5.283,0.359,6.5
1355,370417,Human,0.961,24,24,7,3,0.75,43.468,0.252,104.628,0.857,6.0,1.5,0.604,5.5,2.25,1.5,1.893,0.361,4.8,8.497,0.0,5.715,0.0,12.78,0.0,242.798,216.276,126.856,0.244,160.981,82.534,0.213,146.08,0.762,100.775,3.429,1.0,5.563,0.571,1.0
1356,keryell,Human,0.954,184,160,12,8,0.4,12.801,0.398,41.089,0.866,8.0,2.5,0.619,9.75,2.3,1.5,1.809,0.38,1.882,1.742,1.0,1.87,0.0,7.977,0.094,22.339,3.338,54.375,0.794,17.516,13.079,0.598,37.597,0.835,9.507,13.333,7.0,13.799,0.53,24.0
1357,thisthat,Human,0.949,100,73,9,7,1.0,22.001,0.033,63.939,0.873,10.429,2.0,0.614,15.0,2.857,1.0,2.734,0.443,6.083,10.04,4.25,47.422,0.0,85.051,53.986,92.272,52.899,136.596,0.652,86.308,23.25,0.027,46.729,0.806,22.229,8.111,6.0,8.695,0.454,3.0
1358,mapleeit,Human,0.959,99,91,13,7,0.7,21.068,0.596,61.336,0.87,9.1,2.0,0.744,1.75,2.5,2.0,2.718,0.412,4.55,12.254,1.0,45.727,0.0,142.822,0.079,51.66,2.072,107.496,0.804,25.048,20.423,0.792,46.39,0.817,17.992,7.0,3.0,12.376,0.61,2.0
1359,0song,Human,0.952,74,58,10,3,1.0,36.566,0.066,87.275,0.839,19.333,1.0,0.632,27.5,3.333,1.0,4.041,0.467,11.6,15.323,14.0,366.297,136.883,451.275,723.026,63.189,51.884,59.792,0.427,38.175,37.901,0.066,90.145,0.839,3.33,5.8,2.5,6.161,0.524,9.5
1360,armenzg,Human,0.758,100,81,10,1,0.2,4.799,0.142,17.95,0.884,16.2,2.0,0.731,2.0,3.0,1.0,3.937,0.507,6.231,8.918,4.0,25.977,0.0,49.583,21.631,3.849,2.034,5.599,0.654,3.709,3.597,0.178,10.42,0.84,2.089,8.1,6.5,5.666,0.362,5.75
1361,oscarotero,Human,0.932,100,90,14,8,0.5,2.456,0.244,4.462,0.771,5.625,2.5,0.528,8.5,2.188,1.0,1.94,0.402,1.837,1.28,1.0,0.812,0.0,3.551,0.082,3.725,0.637,5.182,0.677,5.606,2.174,0.225,3.904,0.763,1.725,6.429,2.5,10.783,0.638,3.75
1362,oliviaruizknott,Unknown,-,6,6,3,1,1.0,1.119,0.684,1.733,0.643,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,5.593,5.593,0.0,0.0,,,0.0,0.0,,0.357,0.357,0.504,0.5,0.356,2.0,1.0,1.732,0.333,1.5
1363,KeitaNakamura,Human,0.781,100,95,8,1,0.2,9.354,0.043,51.067,0.96,19.0,4.0,0.594,33.0,3.4,3.0,2.608,0.376,4.524,4.167,6.0,11.784,0.045,47.612,0.4,31.589,0.383,98.163,0.873,18.846,5.878,0.054,28.445,0.948,0.224,11.875,6.5,16.418,0.517,4.5
1364,TheKitty,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1365,JasonKYi,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1366,cwtickle,Human,0.86,100,89,10,1,0.5,3.659,0.045,12.4,0.904,44.5,44.5,0.343,30.5,5.5,5.5,6.364,0.409,4.238,7.654,1.0,11.633,0.0,42.151,0.01,3.884,0.027,9.586,0.849,0.411,5.637,0.069,15.981,0.871,1.002,8.9,7.0,7.31,0.39,2.75
1367,keewis,Human,0.812,100,72,9,8,0.471,1.644,0.182,4.13,0.829,4.235,4.0,0.394,4.0,2.0,2.0,1.225,0.27,1.946,1.373,1.0,0.308,0.0,0.754,0.057,2.926,0.482,5.503,0.76,2.284,1.596,0.111,4.27,0.852,0.78,8.0,8.0,5.895,0.389,10.0
1368,dyhkwong,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1369,christarazi,Human,0.904,100,82,12,2,0.5,12.805,0.367,25.441,0.794,20.5,6.5,0.616,21.5,4.0,2.5,4.082,0.438,3.154,3.449,2.75,33.052,0.022,68.948,19.793,7.113,0.367,15.038,0.784,9.778,12.12,0.565,24.672,0.786,17.042,6.833,3.0,8.579,0.563,4.75
1370,nabobalis,Human,0.839,100,74,9,6,0.462,1.136,0.013,3.057,0.865,5.692,6.0,0.416,5.0,2.385,2.0,1.387,0.308,1.947,1.012,1.0,0.168,0.001,0.682,0.011,2.068,0.121,4.056,0.783,2.074,1.323,0.01,3.374,0.86,0.393,8.222,5.0,8.758,0.505,6.0
1371,peppelinux,Human,0.938,100,77,11,5,0.556,2.433,0.068,7.796,0.9,8.556,2.0,0.618,8.0,3.333,2.0,2.739,0.415,3.667,5.102,4.0,1.986,0.0,5.371,0.981,7.16,0.666,13.253,0.767,6.673,2.961,0.068,8.555,0.885,0.538,7.0,7.0,4.123,0.305,4.0
1372,jasmainak,Human,0.854,100,79,10,2,0.4,21.477,2.311,43.494,0.788,15.8,4.0,0.673,5.0,3.0,3.0,1.871,0.293,8.778,10.975,7.0,181.772,0.048,325.774,266.086,4.909,1.985,6.338,0.611,7.57,21.345,1.759,48.952,0.819,15.456,7.9,2.5,10.397,0.596,8.25
1373,fabriziofff,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
1374,prasanthpul,Human,0.634,18,14,5,1,0.2,128.158,0.038,338.372,0.868,2.8,1.0,0.486,1.0,1.6,1.0,0.894,0.25,2.8,3.493,1.0,65.303,0.0,146.017,0.007,334.886,62.518,586.737,0.697,386.578,138.569,0.031,351.237,0.858,34.327,2.8,1.0,2.49,0.4,4.0
1375,julienamsellem,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1376,mikldk,Human,0.829,21,21,5,3,0.75,90.46,28.072,176.28,0.753,5.25,3.5,0.488,6.75,1.25,1.0,0.5,0.15,2.625,2.264,2.5,58.547,15.815,107.229,53.703,191.547,73.315,268.233,0.624,194.721,152.66,47.254,244.893,0.681,74.504,4.2,3.0,5.02,0.495,2.0
1377,yury-s,Human,0.842,100,81,10,2,0.333,2.86,0.213,8.546,0.85,13.5,8.0,0.529,18.0,3.0,2.5,2.28,0.37,1.588,0.829,1.0,1.667,0.0,4.651,0.392,2.875,0.142,10.026,0.884,0.912,2.894,0.141,9.015,0.864,0.955,8.1,8.5,4.228,0.273,3.75
1378,ManickaP,Human,0.942,100,82,11,4,0.308,16.536,0.472,35.812,0.815,6.308,5.0,0.523,6.0,2.231,2.0,1.363,0.286,1.673,1.197,1.0,2.439,0.0,10.564,0.076,25.416,3.304,43.295,0.734,24.666,20.337,1.446,39.582,0.767,23.339,7.455,4.0,6.684,0.461,10.0
1379,lemarier,Unknown,-,2,2,1,2,1.0,1405.209,1405.209,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.209,1405.209,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
1380,throrin19,Human,0.698,26,25,4,20,0.952,65.184,17.154,80.208,0.629,1.19,1.0,0.145,0.0,1.19,1.0,0.602,0.145,1.136,0.468,0.0,0.874,0.0,4.099,0.0,73.581,20.789,82.454,0.588,135.756,83.374,68.984,85.592,0.538,135.237,6.25,6.0,4.425,0.33,6.75
1381,AHeise,Human,0.788,100,81,9,2,0.25,2.883,0.142,8.664,0.85,10.125,5.5,0.551,9.25,2.625,2.5,1.598,0.292,1.723,1.47,1.0,2.953,0.0,10.794,0.155,1.996,0.142,4.27,0.81,1.03,1.749,0.182,4.015,0.817,0.862,9.0,5.0,12.698,0.573,3.0
1382,darshankawar,Bot,0.885,92,73,2,1,1.0,1.428,0.372,3.728,0.762,73.0,73.0,0.0,0.0,2.0,2.0,0.0,0.0,73.0,0.0,0.0,102.849,102.849,0.0,0.0,,,0.0,0.0,,1.279,0.542,3.074,0.669,0.976,36.5,36.5,21.92,0.212,15.5
1383,rmackay9,Human,0.847,100,82,10,2,0.5,3.052,0.492,6.079,0.757,20.5,24.5,0.274,9.5,3.0,2.5,2.16,0.333,3.037,3.264,3.0,5.567,0.0,9.544,8.116,3.727,0.501,8.272,0.774,3.632,2.92,0.5,4.785,0.724,3.954,8.2,3.0,13.464,0.617,3.5
1384,A-Hilaly,Human,0.879,100,92,10,3,0.107,2.079,0.101,8.426,0.891,3.286,2.0,0.474,2.0,1.821,1.5,1.124,0.291,1.586,0.937,1.0,0.493,0.0,2.402,0.008,2.818,0.178,10.355,0.88,0.929,2.306,0.145,9.527,0.886,0.9,9.2,8.0,4.185,0.241,5.5
1385,mjsottile,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
1386,orbeckst,Human,0.95,100,86,15,3,0.6,0.782,0.044,3.407,0.912,17.2,3.0,0.707,6.0,3.8,1.0,5.718,0.568,6.143,5.776,9.75,2.635,0.113,5.573,1.328,2.277,0.028,6.992,0.89,0.122,0.916,0.041,3.717,0.912,0.122,5.733,5.0,5.431,0.423,5.0
1387,allenporter,Human,0.853,100,69,8,3,0.2,1.717,0.02,5.064,0.87,4.6,2.0,0.537,3.5,1.667,1.0,1.234,0.309,2.091,1.665,1.0,0.793,0.002,2.307,0.005,2.832,0.035,6.923,0.831,1.746,3.32,0.256,7.494,0.798,1.892,8.625,4.0,10.901,0.578,9.75
1388,aramase,Human,0.943,100,78,12,4,0.571,0.959,0.07,3.15,0.87,11.143,9.0,0.289,5.0,3.429,3.0,1.988,0.298,2.6,2.872,1.75,1.208,0.0,3.359,0.646,1.297,0.092,3.976,0.865,0.465,0.966,0.064,3.191,0.864,0.353,6.5,5.5,5.776,0.462,7.5
1389,marcingrzejszczak,Human,0.947,100,93,11,5,0.333,7.899,0.27,17.194,0.822,6.2,6.0,0.497,5.5,2.867,2.0,2.295,0.388,2.325,2.165,1.0,4.394,0.005,16.1,0.269,14.125,1.954,21.803,0.709,21.035,8.376,0.398,17.665,0.813,4.414,8.455,4.0,10.063,0.52,6.5
1390,twometresteve,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1391,betodealmeida,Human,0.951,100,88,12,3,0.6,2.181,0.146,8.273,0.887,17.6,3.0,0.568,29.0,4.6,3.0,3.647,0.383,6.769,5.294,9.0,5.438,1.678,7.994,3.351,9.919,0.951,20.226,0.782,7.038,2.848,0.123,10.068,0.892,0.501,7.333,5.0,10.201,0.551,5.0
1392,ElizabethStirling,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1393,D4nte,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1394,unixorn,Human,0.757,100,69,7,3,0.231,3.506,0.037,7.853,0.846,5.308,2.0,0.52,11.0,2.308,2.0,1.494,0.333,1.917,1.795,1.0,2.464,0.0,6.761,0.027,4.277,0.058,8.595,0.814,1.341,3.357,0.044,7.366,0.837,0.498,9.857,7.0,11.231,0.538,10.5
1395,alexeagle,Human,0.93,100,79,14,6,0.429,1.902,0.023,5.719,0.875,5.643,3.5,0.543,5.0,3.071,2.5,2.526,0.414,2.724,2.671,2.0,2.104,0.0,8.501,0.019,3.121,0.376,4.906,0.725,4.975,2.029,0.02,5.893,0.868,0.513,5.643,4.0,4.971,0.464,8.25
1396,lukeelmers,Human,0.855,100,94,10,2,0.4,18.328,0.004,47.37,0.866,18.8,1.0,0.723,8.0,2.8,1.0,3.033,0.457,7.833,14.745,5.0,115.223,0.847,222.904,82.24,29.256,0.812,50.751,0.719,37.261,51.497,22.918,67.95,0.645,75.67,9.4,4.0,13.874,0.596,7.25
1397,Zireael07,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1398,navytux,Human,0.924,100,99,9,8,0.727,21.429,0.131,53.958,0.857,9.0,2.0,0.637,4.0,1.909,1.0,1.578,0.355,1.65,0.936,1.0,8.301,0.0,28.287,0.209,27.153,0.322,63.371,0.843,15.886,19.726,0.105,53.884,0.87,11.305,11.0,14.0,7.746,0.352,11.0
1399,tibotiber,Human,0.952,78,65,9,8,0.8,29.892,0.259,80.286,0.811,6.5,1.0,0.743,0.75,1.7,1.0,1.636,0.347,4.333,6.873,3.0,79.718,0.0,210.037,17.238,51.238,39.085,54.417,0.559,85.202,22.602,0.249,37.803,0.749,29.581,7.222,5.0,5.718,0.393,11.0
1400,ryandac,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1401,ddsjoberg,Human,0.942,100,82,13,4,0.4,1.784,0.065,6.171,0.889,8.2,3.5,0.61,5.0,3.1,2.0,3.107,0.403,4.556,6.465,3.75,4.246,0.0,11.666,1.639,4.007,0.396,10.669,0.842,0.547,1.909,0.068,6.975,0.902,0.492,6.308,5.0,6.21,0.467,5.0
1402,darodi,Unknown,-,4,4,2,3,1.0,198.139,144.408,229.611,0.504,1.333,1.0,0.167,0.5,1.0,1.0,0.0,0.0,1.333,0.577,0.5,0.053,0.0,0.091,0.079,297.13,297.13,215.981,0.257,152.722,144.408,144.408,0.0,0.0,0.0,2.0,2.0,1.414,0.25,1.0
1403,Cheney-W,Human,0.926,100,93,9,3,1.0,6.376,0.146,22.185,0.865,31.0,25.0,0.473,33.0,3.333,3.0,2.517,0.333,4.043,3.612,5.5,21.317,0.135,52.301,19.605,4.377,0.416,7.179,0.738,4.519,6.079,0.283,12.015,0.786,4.737,10.333,7.0,7.159,0.337,5.0
1404,arielgreen,Bot,0.073,18,18,1,17,0.944,60.958,0.046,247.223,0.939,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.958,0.046,247.223,0.939,0.093,,,0.0,0.0,,18.0,18.0,0.0,0.0,0.0
1405,jarun,Human,0.921,100,77,10,2,0.5,11.35,0.082,26.957,0.851,19.25,16.5,0.477,26.25,4.25,3.5,3.594,0.397,5.133,6.255,4.0,22.144,0.696,40.633,18.765,37.887,19.024,46.126,0.611,54.434,11.863,0.069,26.367,0.836,8.485,7.7,8.5,6.165,0.412,11.75
1406,hamzahamidi,Unknown,-,5,5,3,2,1.0,80.209,20.221,134.528,0.683,2.5,2.5,0.3,1.5,1.5,1.5,0.707,0.167,2.5,2.121,1.5,20.303,20.303,28.713,20.303,280.231,280.231,0.0,0.0,0.0,141.005,141.005,196.895,0.494,139.226,1.667,1.0,1.155,0.267,1.0
1407,1042004021,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1408,hpsin,Unknown,-,5,5,4,2,1.0,6.129,2.839,8.765,0.621,2.5,2.5,0.3,1.5,2.0,2.0,1.414,0.25,1.667,1.155,1.0,6.477,0.0,11.219,9.716,2.543,2.543,3.584,0.498,2.534,7.972,5.077,9.74,0.525,9.412,1.25,1.0,0.5,0.15,0.25
1409,camilamacedo86,Human,0.947,100,82,11,3,1.0,2.707,0.045,10.515,0.932,27.333,39.0,0.317,19.5,5.0,3.0,4.359,0.356,2.562,2.285,2.25,6.377,0.014,22.558,0.185,0.489,0.033,2.144,0.902,0.129,3.697,0.047,12.2,0.914,0.16,7.455,6.0,6.743,0.397,4.0
1410,make-github-pseudonymous-again,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1411,cp2004,Bot,0.026,106,106,4,3,0.6,20.802,23.971,7.566,0.149,21.2,2.0,0.717,10.0,1.4,1.0,0.894,0.229,6.235,9.203,4.0,118.049,5.179,229.887,89.182,11.087,9.952,6.17,0.307,9.937,10.484,9.952,6.345,0.335,8.686,26.5,7.0,43.217,0.656,28.5
1412,coiax,Unknown,-,2,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
1413,dsitu,Human,0.755,200,187,7,3,1.0,8.094,0.102,23.364,0.879,62.333,46.0,0.488,68.5,3.0,3.0,2.0,0.296,2.493,2.226,2.0,9.521,0.002,24.779,2.666,10.694,0.077,29.265,0.872,3.859,11.135,0.093,27.462,0.849,6.211,26.714,18.0,28.365,0.44,12.5
1414,Rajalakshmi-Girish,Human,0.943,80,73,11,6,0.6,26.245,0.588,59.721,0.828,7.3,4.0,0.462,9.5,2.7,2.5,1.494,0.278,1.659,1.275,1.0,4.658,0.0,22.678,0.241,39.18,4.011,71.343,0.755,54.503,27.267,1.151,64.038,0.829,15.591,6.636,6.0,5.316,0.408,6.0
1415,feross,Human,0.963,40,39,12,6,0.6,44.232,0.043,98.366,0.832,3.9,1.0,0.541,3.75,2.1,1.0,2.025,0.405,2.167,2.256,1.0,0.281,0.0,0.842,0.012,98.574,30.239,129.217,0.628,181.739,43.468,0.256,107.124,0.854,10.439,3.25,2.5,3.108,0.447,2.25
1416,wenzhouwww,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
1417,carolynvs,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1418,rymurr,Human,0.861,54,50,7,20,0.952,38.007,0.094,75.934,0.806,2.381,1.0,0.518,0.0,1.238,1.0,0.539,0.161,1.351,0.949,0.0,0.171,0.0,0.821,0.0,51.557,8.266,84.825,0.739,56.678,26.199,0.032,75.592,0.888,3.953,7.143,5.0,5.242,0.349,3.5
1419,Phlair,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1420,bluca,Human,0.898,100,81,11,7,0.538,0.696,0.149,1.865,0.796,6.231,2.0,0.648,3.0,1.692,1.0,1.437,0.329,1.688,1.339,1.0,0.465,0.0,1.959,0.031,0.71,0.259,1.555,0.743,0.51,0.734,0.147,1.99,0.808,0.411,7.364,7.0,5.278,0.386,7.0
1421,wjhuang2016,Human,0.949,100,93,10,5,0.556,7.062,0.421,25.699,0.881,10.333,7.0,0.559,8.0,2.556,2.0,2.068,0.386,1.86,1.512,1.0,5.503,0.0,31.079,0.122,7.645,0.709,18.127,0.814,4.343,9.368,0.642,31.103,0.875,2.531,9.3,4.0,11.225,0.565,8.0
1422,s1061123,Human,0.948,31,26,8,4,0.571,61.641,3.074,98.589,0.731,3.714,2.0,0.495,3.0,1.857,1.0,1.215,0.308,2.167,1.193,2.0,30.166,0.047,93.927,3.284,107.184,90.205,97.568,0.473,115.642,67.036,8.125,107.31,0.733,94.805,3.25,2.5,2.188,0.346,3.25
1423,raulsntos,Human,0.856,100,81,10,2,0.4,3.583,0.217,8.579,0.815,16.2,11.0,0.538,15.0,3.2,3.0,2.28,0.35,4.05,3.953,4.75,10.236,0.332,17.962,16.037,4.312,1.189,5.672,0.644,7.108,3.971,1.058,5.973,0.692,5.547,8.1,4.0,12.6,0.611,4.0
1424,bduffany,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1425,johnkerl,Human,0.814,100,86,12,2,0.4,0.579,0.062,1.412,0.811,17.2,2.0,0.726,0.0,3.4,1.0,4.827,0.541,9.556,15.477,6.0,3.201,0.236,4.828,4.778,2.553,1.077,3.263,0.59,3.031,0.671,0.057,1.597,0.819,0.456,7.167,6.0,8.516,0.463,4.25
1426,jonbullock,Bot,0.911,29,29,1,1,1.0,69.574,35.369,93.988,0.633,29.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0,0.0,0.0,1948.061,1948.061,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,29.0,29.0,0.0,0.0,0.0
1427,JeffBezanson,Human,0.879,100,77,10,2,1.0,14.204,0.53,28.531,0.786,38.5,38.5,0.487,37.5,5.5,5.5,6.364,0.409,25.667,42.724,37.0,336.442,0.0,582.735,504.663,35.107,35.107,45.454,0.458,32.141,14.411,0.858,28.082,0.772,18.131,7.7,7.0,4.498,0.292,4.25
1428,ccronje,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1429,Yongxuanzhang,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1430,berendt,Human,0.804,296,225,10,5,0.156,0.484,0.006,2.864,0.948,7.031,4.0,0.53,6.25,2.875,2.0,1.561,0.298,2.778,2.115,0.0,0.052,0.001,0.152,0.005,1.303,0.046,4.699,0.896,0.289,0.529,0.005,3.005,0.948,0.049,22.5,13.5,27.581,0.588,22.75
1431,egalpin,Human,0.821,55,43,7,2,1.0,44.995,0.883,135.411,0.865,21.5,21.5,0.151,6.5,4.0,4.0,1.414,0.125,5.375,5.097,9.25,134.445,23.787,204.203,221.025,116.319,0.803,288.675,0.835,21.155,59.931,0.231,181.249,0.879,23.112,6.143,2.0,8.395,0.585,5.5
1432,npomfret,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
